"Address"	"Total Balance"	"Test"	"yPool, $"	"sUSD, $"	"yPool, vAKRO"	"sUSD, vAKRO"
"0x043500bb7086c4b6457cd8362fd7306b1c90db00"	68,942626740370495083	0	0,169460218907280228	1,485162822861611654	7,060842454470009500	61,881784285900485583
"0xe8b87679bf143ddc835ced7670b6f594a501fd80"	594,959361651755128375	0	4,273644145314858735	10,005380534327264346	178,068506054785780625	416,890855596969347750
"0x5780837c1d9ac3cd9b72203c8a0cfac73a9fc0b8"	2258891,900780134523906416	0	0,665646599583552039	54212,739972123645021715	27,735274982648001625	2258864,165505151875904791
"0x4dab9b8fca17a37e5ef0eef7d1ac09e2ac1580fb"	76,495093554649703750	0	0,911307496674711568	0,924574748636881322	37,971145694779648666	38,523947859870055083
"0xe6cb0096927fde2cc0ba3b8dda6913e54198952e"	41509,984770401265735666	0	0,908036884117295419	995,331597605513082237	37,834870171553975791	41472,149900229711759875
"0x278aea15fd6074ad8c5f890a05bb28e336be3be5"	85,995029272596463166	0	1,141225311888678707	0,922655390653636409	47,551054662028279458	38,443974610568183708
"0x6b6582abce056d5394c18392539ee72d8979e160"	75,986015468617440083	0	0,902927313272101506	0,920737057974717056	37,621971386337562750	38,364044082279877333
"0xc1723b93e1aadfd00806079edf11d70461c49da0"	21880,593731819339225291	0	525,134249563664141407	0	21880,593731819339225291	0
"0x8b9fa7432c73c7135e3ec3014cc0b39720634fc2"	83144,050510090068478916	0	999,425033393058742335	996,032178849102901159	41642,709724710780930625	41501,340785379287548291
"0xa14f9b86da08467dd05b8c6e2c3a2f2c6214c60f"	83190,309962861905937791	0	1000,000000000000000000	996,567439108685742507	41666,666666666666666666	41523,643296195239271125
"0x52cc6357cebe1b5114aea23e62cd773d6004b71d"	42,252094579334813666	0	0,503841830106679349	0,510208439797356179	20,993409587778306208	21,258684991556507458
"0x3c3b04835a0fc640f78e63dede6b3d4ac55d688c"	42,090551725440343458	0	0,501329333935888210	0,508843907474680033	20,888722247328675416	21,201829478111668041
"0x813413997503e41173f210c908cdb3528835cd42"	59,767945389380392541	0	0,927424981833636978	0,507005707511492443	38,642707576401540750	21,125237812978851791
"0xf53feaeb035361c046e5669745695e450ebb4028"	615,413254451836656291	0	6,004014803702613829	8,765903303141465922	250,167283487608909541	365,245970964227746750
"0x4ee92dbb71e04bdb8c7f83b08fc5b26659f97a4f"	83333,333333333333333333	0	1000,000000000000000000	1000,000000000000000000	41666,666666666666666666	41666,666666666666666666
"0x399abd36b9c7cef008f75d8805ee5fdf05d41773"	67,059811324332215583	0	1,102431735471626735	0,507003736312346439	45,934655644651113958	21,125155679681101625
"0xfac44bfdc053a9615c6b0527f44416914628a0c4"	78382,678820441971574250	0	881,184291690607317782	1000,000000000000000000	36716,012153775304907583	41666,666666666666666666
"0xcee32df0cb1ae7a8770ea9f10aea96fab9031f05"	40,165048771541388291	0	0,261905668510234004	0,702055502006759315	10,912736187926416833	29,252312583614971458
"0xdb9a122beafa7518947437477b82ac3f08727ece"	80,910829401750533458	0	1,022857139386858510	0,919002766255154293	42,619047474452437916	38,291781927298095541
"0x5d47e5d242a8f66a6286b0a2353868875f5d6068"	41,081097208300719291	0	0,985946332999217263	0	41,081097208300719291	0
"0x5e38b802525de11a54506801b296d2aa93d033ef"	41666,666666666666666666	0	1000,000000000000000000	0	41666,666666666666666666	0
"0x397b25001f0fc0f3dbabce5739fd69254b74568d"	40,234971851760361750	0	0,261787463112025893	0,703851861330222789	10,907810963001078875	29,327160888759282875
"0x45a5068955fce555922009b90a8f13bca8f1547c"	55,467448719946530958	0	0,596425411144267910	0,734793358134448833	24,851058797677829583	30,616389922268701375
"0x2cad80ba1244320733ae568ce6bdea064a9de3ab"	32,321036373379287791	0	0,289072793707528204	0,486632079253574703	12,044699737813675166	20,276336635565612625
"0x5c538d3e8ea308a52563694ce265b46c86f869dd"	45,712798421254442958	0	0,385637113536123062	0,711470048573983569	16,068213064005127583	29,644585357249315375
"0x4d9e4c43ab331142aa4465205696f0017255c56b"	27,351607965321250541	0	0,261782395147052457	0,394656196020657556	10,907599797793852375	16,444008167527398166
"0xbbfb6566ad064c233af6314aeb1eee4c26a5f921"	85,640273235590741875	0	1,138951512974449564	0,916415044679728241	47,456313040602065166	38,183960194988676708
"0x1e1a575fe7bdf0d6265e4127787d3ac93d539239"	119,526441673812572041	0	1,960151992036968904	0,908482608134532825	81,672999668207037666	37,853442005605534375
"0x8d54eb6815574bd426be06f9748d8b5b6638c61a"	39,301397691044382666	0	0,943233544585065184	0	39,301397691044382666	0
"0xa2087c31818bad0fa7d8e3504a24ddb79e235bdd"	19,649158379552778125	0	0,197807302540830460	0,273772498568436215	8,241970939201269166	11,407187440351508958
"0xb5184bc3d68447fdba1da2f550a363e4465d666c"	6250,000000000000000000	0	150,000000000000000000	0	6250,000000000000000000	0
"0xc67e60380e06ec8b20b3def2b86ab0966af1f060"	83232,250752771127851666	0	999,848469686285083070	997,725548380221985370	41660,352903595211794583	41571,897849175916057083
"0x53844b5f02e634a6e70b9c67c813af79060c70c3"	21,944512689576279458	0	0,526668304549830707	0	21,944512689576279458	0
"0x2e614cfb16cea25bed9f07fcefcce7dfc73cd39f"	83156,955756302301489333	0	999,172938657609357287	996,593999493645878457	41632,205777400389886958	41524,749978901911602375
"0xaf9df16c45e28a2ad96699cc11b104c12897f625"	834751,404678240545794458	0	20033,123858525171012973	0,909853752602086094	834713,494105215458873875	37,910573025086920583
